customer_key,bank_profile_key,credit_profile_key,location_key,churn
15580146,103,103,1,0
15776605,104,104,2,0
15804919,105,105,2,1
15613854,106,106,2,1
15599195,107,107,3,0
15812878,108,108,3,0
15602312,109,109,2,0
15744689,110,110,3,1
15803526,111,111,3,0
15665790,112,112,3,0
15715951,113,113,1,0
15591100,114,114,2,0
15609618,115,115,3,1
15675522,116,116,3,0
15705512,117,117,3,0
15698028,118,118,1,0
15661670,119,119,3,1
15600781,120,120,3,0
15682472,121,121,1,0
15580203,122,122,2,0
15690673,123,123,1,0
15760085,124,124,3,0
15779659,125,125,1,0
15627360,126,126,1,1
15671137,127,127,1,1
15782688,128,128,3,1
15575492,129,129,1,0
15591607,130,130,1,0
15740404,131,131,1,0
15718369,132,132,3,0
15677871,133,133,1,0
15642004,134,134,1,0
15712543,135,135,3,0
15584518,136,136,3,0
15802381,137,137,3,0
15610156,138,138,1,0
15594408,139,139,2,1
15640905,140,140,2,1
15698932,141,141,3,0
15724944,142,142,1,0
15628145,143,143,1,0
15713483,144,144,2,1
15612350,145,145,1,1
15800703,146,146,2,0
15705707,147,147,2,0
15754105,148,148,1,0
15703264,149,149,1,0
15794413,150,150,1,0
15650237,151,151,2,0
15759618,152,152,1,1
15811589,153,153,2,0
15689044,154,154,1,0
15709368,155,155,1,0
15679145,156,156,2,1
15655007,157,157,1,0
15623595,158,158,2,0
15589975,159,159,1,0
15804017,160,160,3,0
15692132,161,161,2,0
15641122,162,162,1,0
15630910,163,163,1,0
15680772,164,164,2,0
15658929,165,165,2,1
15585388,166,166,3,0
15724623,167,167,3,1
15588537,168,168,2,0
15574692,169,169,2,1
15611325,170,170,3,0
15587562,171,171,1,0
15613172,172,172,3,0
15651022,173,173,3,1
15586310,174,174,1,0
15625524,175,175,1,0
15755209,176,176,2,0
15645248,177,177,1,0
15790355,178,178,3,0
15762615,179,179,2,0
15625426,180,180,3,1
15716334,181,181,2,0
15789669,182,182,1,0
15621075,183,183,3,0
15810845,184,184,1,0
15719377,185,185,1,1
15654506,186,186,1,0
15771977,187,187,1,0
15708710,188,188,2,0
15726676,189,189,2,0
15587421,190,190,3,0
15726931,191,191,1,1
15771086,192,192,1,0
15756850,193,193,1,0
15702741,194,194,1,0
15679200,195,195,2,0
15594815,196,196,1,0
15635905,197,197,2,0
15777892,198,198,3,0
15656176,199,199,1,0
15811127,200,200,1,0
15604482,201,201,2,0
15622911,202,202,1,0
15600974,203,203,2,1
15727868,204,204,1,1
15627801,205,205,2,0
15773039,206,206,1,0
15755262,207,207,2,1
15679531,208,208,1,0
15684181,209,209,1,1
15612087,210,210,1,0
15752047,211,211,3,0
15624592,212,212,1,0
15573152,213,213,1,0
15594917,214,214,1,0
15785542,215,215,3,0
15723488,216,216,3,1
15680920,217,217,1,0
15786308,218,218,2,0
15659366,219,219,1,1
15774854,220,220,1,1
15725311,221,221,1,0
15787155,222,222,2,0
15727829,223,223,1,0
15733247,224,224,1,1
15568748,225,225,3,1
15699029,226,226,1,0
15774393,227,227,1,0
15676895,228,228,3,1
15637753,229,229,3,1
15605461,230,230,3,0
15808473,231,231,1,0
15627000,232,232,1,0
15787174,233,233,1,0
15723886,234,234,3,0
15704769,235,235,1,0
15772896,236,236,3,1
15711540,237,237,1,0
15764866,238,238,3,1
15794056,239,239,1,1
15795149,240,240,1,0
15812009,241,241,2,0
15651001,242,242,3,0
15813844,243,243,1,0
15596175,244,244,3,1
15576269,245,245,2,0
15797219,246,246,1,1
15685500,247,247,3,0
15599792,248,248,1,0
15657566,249,249,3,0
15772423,250,250,3,1
15628112,251,251,3,0
15753754,252,252,2,0
15793726,253,253,1,0
15694717,254,254,3,0
15665834,255,255,2,0
15765297,256,256,2,0
15636684,257,257,1,0
15592979,258,258,3,0
15750803,259,259,1,0
15607178,260,260,3,0
15713853,261,261,3,0
15673481,262,262,2,0
15686776,263,263,1,0
15673693,264,264,1,0
15700696,265,265,2,0
15813163,266,266,2,0
15653857,267,267,1,0
15777076,268,268,1,0
15717398,269,269,2,1
15799217,270,270,3,0
15787071,271,271,2,0
15619955,272,272,3,1
15796505,273,273,3,0
15725166,274,274,1,0
15800116,275,275,3,0
15758685,276,276,2,0
15694456,277,277,1,1
15767339,278,278,1,0
15683562,279,279,1,0
15782210,280,280,1,1
15668893,281,281,1,0
15669169,282,282,2,0
15643024,283,283,3,1
15699389,284,284,1,0
15708608,285,285,1,0
15626144,286,286,1,0
15573112,287,287,2,0
15790678,288,288,1,0
15727556,289,289,2,0
15697307,290,290,2,0
15652266,291,291,3,0
15607098,292,292,2,0
15655774,293,293,1,0
15590241,294,294,2,1
15785819,295,295,1,0
15723654,296,296,1,0
15774510,297,297,1,0
15684173,298,298,2,1
15650068,299,299,1,0
15811490,300,300,1,0
15803976,301,301,1,0
15682541,302,302,2,0
15695699,303,303,1,0
15624188,304,304,1,0
15812191,305,305,1,0
15636673,306,306,1,0
15594898,307,307,1,1
15660211,308,308,3,0
15773972,309,309,1,1
15746726,310,310,3,0
15712287,311,311,1,0
15702919,312,312,3,0
15674398,313,313,1,0
15797960,314,314,3,0
15631868,315,315,2,0
15581539,316,316,2,0
15662736,317,317,1,1
15666252,318,318,2,0
15677512,319,319,2,0
15626114,320,320,1,0
15810834,321,321,2,0
15678910,322,322,1,0
15694408,323,323,1,1
15585215,324,324,1,0
15682757,325,325,1,0
15736601,326,326,1,0
15601848,327,327,1,0
15736008,328,328,1,1
15669064,329,329,3,0
15624528,330,330,3,0
15598493,331,331,1,0
15601274,332,332,2,0
15702669,333,333,3,0
15728669,334,334,3,1
15742668,335,335,2,0
15697441,336,336,1,1
15740476,337,337,3,0
15648064,338,338,1,0
15636624,339,339,2,1
15807923,340,340,3,1
15745844,341,341,3,1
15786170,342,342,1,0
15681081,343,343,2,0
15684484,344,344,1,0
15785869,345,345,1,0
15763859,346,346,1,0
15658935,347,347,3,0
15747358,348,348,3,0
15735203,349,349,3,0
15576256,350,350,1,0
15659420,351,351,2,0
15593365,352,352,2,0
15777352,353,353,2,0
15812007,354,354,2,0
15625461,355,355,1,0
15739438,356,356,1,0
15611759,357,357,2,0
15661629,358,358,2,1
15633950,359,359,1,0
15592386,360,360,1,0
15803716,361,361,2,0
15696674,362,362,3,1
15706365,363,363,1,0
15745088,364,364,3,0
15676715,365,365,1,0
15613085,366,366,2,0
15633537,367,367,3,0
15594720,368,368,3,0
15684042,369,369,3,0
15583303,370,370,1,0
15611579,371,371,2,0
15774696,372,372,3,0
15694506,373,373,3,0
15688074,374,374,3,0
15759537,375,375,3,0
15758449,376,376,1,0
15583456,377,377,3,1
15667871,378,378,2,0
15677371,379,379,2,0
15629677,380,380,2,1
15713578,381,381,1,0
15591509,382,382,1,0
15568240,383,383,3,0
15622993,384,384,3,0
15689294,385,385,3,0
15720910,386,386,1,0
15721181,387,387,2,0
15776433,388,388,2,0
15748936,389,389,2,0
15717225,390,390,1,0
15685226,391,391,3,0
15785611,392,392,3,0
15573456,393,393,2,1
15684548,394,394,2,1
15620505,395,395,2,0
15807432,396,396,3,0
15584766,397,397,1,0
15612187,398,398,3,0
15762218,399,399,1,0
15646372,400,400,1,1
15690452,401,401,1,0
15747795,402,402,3,0
15781589,403,403,2,0
15732674,404,404,2,0
15642291,405,405,1,0
15692761,406,406,1,0
15578045,407,407,2,1
15745354,408,408,2,0
15701376,409,409,3,0
15691625,410,410,3,0
15566594,411,411,2,0
15760431,412,412,1,0
15686302,413,413,2,0
15801559,414,414,3,1
15810432,415,415,2,0
15809616,416,416,2,0
15720559,417,417,3,1
15695632,418,418,1,0
15659843,419,419,1,0
15615624,420,420,1,0
15810418,421,421,3,1
15716186,422,422,1,0
15674551,423,423,3,1
15622834,424,424,1,0
15566111,425,425,1,0
15784597,426,426,1,0
15652883,427,427,3,0
15806964,428,428,1,0
15576313,429,429,3,0
15806467,430,430,3,1
15597602,431,431,3,1
15743040,432,432,3,0
15705521,433,433,3,0
15595039,434,434,3,1
15799384,435,435,1,0
15581197,436,436,1,0
15693737,437,437,3,0
15624623,438,438,1,0
15783501,439,439,1,0
15690134,440,440,3,0
15782735,441,441,1,0
15611088,442,442,1,0
15672145,443,443,1,0
15732628,444,444,1,0
15787470,445,445,2,1
15803406,446,446,1,0
15730460,447,447,1,0
15644572,448,448,1,0
15694860,449,449,1,1
15658169,450,450,2,0
15794396,451,451,3,0
15785798,452,452,1,0
15710825,453,453,2,0
15668444,454,454,2,0
15726631,455,455,1,0
15733797,456,456,1,0
15747960,457,457,1,0
15634632,458,458,1,0
15707362,459,459,3,1
15662976,460,460,2,0
15732778,461,461,3,0
15718443,462,462,1,0
15670039,463,463,2,0
15773792,464,464,1,1
15613786,465,465,2,0
15726032,466,466,1,0
15663252,467,467,2,0
15593782,468,468,3,1
15633283,469,469,1,0
15749167,470,470,1,0
15759298,471,471,2,0
15683625,472,472,1,1
15635367,473,473,1,0
15681705,474,474,1,0
15603156,475,475,1,0
15591986,476,476,3,1
15798888,477,477,3,0
15809722,478,478,1,0
15677538,479,479,1,0
15797736,480,480,1,0
15695585,481,481,2,0
15744398,482,482,1,0
15750658,483,483,1,0
15578186,484,484,3,0
15676519,485,485,2,1
15637954,486,486,1,0
15758639,487,487,1,0
15613772,488,488,1,1
15731744,489,489,1,0
15807709,490,490,3,0
15714689,491,491,2,0
15699005,492,492,1,0
15624170,493,493,1,0
15725679,494,494,1,1
15585865,495,495,1,1
15804256,496,496,3,0
15662403,497,497,1,0
15733616,498,498,1,0
15591995,499,499,3,0
15677020,500,500,1,1
15727688,501,501,2,0
15715941,502,502,1,0
15714485,503,503,1,1
15730059,504,504,2,0
15715527,505,505,2,0
15576623,506,506,1,0
15805565,507,507,3,0
15677307,508,508,3,0
15773890,509,509,1,0
15598883,510,510,2,0
15568506,511,511,3,0
15761043,512,512,3,0
15782236,513,513,2,0
15593601,514,514,1,0
15682048,515,515,1,1
15746902,516,516,2,0
15752081,517,517,1,1
15781307,518,518,3,0
15775912,519,519,1,1
15745417,520,520,1,0
15671256,521,521,1,1
15653547,522,522,1,0
15595766,523,523,2,0
15742358,524,524,3,0
15763274,525,525,1,0
15786063,526,526,1,0
15600258,527,527,1,0
15573318,528,528,1,0
15653849,529,529,3,1
15694272,530,530,1,0
15736112,531,531,2,0
15749851,532,532,2,0
15663478,533,533,1,0
15592300,534,534,2,0
15567832,535,535,1,0
15776780,536,536,1,1
15592846,537,537,3,0
15739803,538,538,2,0
15794142,539,539,3,1
15762729,540,540,3,1
15667896,541,541,1,0
15626578,542,542,1,0
15776223,543,543,1,0
15705953,544,544,2,1
15802593,545,545,1,1
15615457,546,546,2,0
15708916,547,547,1,0
15720187,548,548,3,0
15595440,549,549,1,0
15600651,550,550,1,0
15750141,551,551,3,0
15657284,552,552,3,1
15763063,553,553,2,0
15709324,554,554,1,0
15711309,555,555,3,0
15775318,556,556,2,1
15705515,557,557,3,0
15634844,558,558,3,1
15717046,559,559,2,0
15571816,560,560,2,0
15670080,561,561,3,0
15800440,562,562,2,0
15665678,563,563,2,0
15665956,564,564,1,1
15788126,565,565,2,0
15811773,566,566,1,0
15651674,567,567,2,1
15689614,568,568,2,0
15795564,569,569,3,0
15706647,570,570,1,0
15728505,571,571,1,0
15730076,572,572,1,1
15622003,573,573,1,0
15607312,574,574,2,1
15644753,575,575,2,0
15653620,576,576,1,0
15761986,577,577,2,0
15633922,578,578,1,0
15734674,579,579,1,0
15658032,580,580,1,0
15692671,581,581,2,0
15737741,582,582,2,1
15576352,583,583,2,0
15753719,584,584,3,0
15803689,585,585,3,1
15718057,586,586,1,1
15722010,587,587,2,1
15680998,588,588,1,0
15614782,589,589,1,0
15591047,590,590,2,1
15788291,591,591,3,1
15604044,592,592,1,0
15679587,593,593,1,0
15775153,594,594,2,0
15603925,595,595,2,0
15680970,596,596,3,0
15697183,597,597,2,0
15567446,598,598,3,0
15637476,599,599,3,1
15714939,600,600,3,0
15683503,601,601,1,1
15645569,602,602,2,0
15782569,603,603,1,0
15592387,604,604,1,1
15609286,605,605,1,0
15814035,606,606,1,0
15661249,607,607,1,0
15629117,608,608,1,0
15607170,609,609,1,0
15586585,610,610,3,0
15686611,611,611,1,0
15603203,612,612,1,0
15619857,613,613,1,0
15805062,614,614,2,0
15660271,615,615,3,0
15745295,616,616,2,1
15719352,617,617,2,0
15766575,618,618,3,1
15594594,619,619,2,0
15646161,620,620,2,0
15682585,621,621,1,0
15603134,622,622,2,0
15636444,623,623,3,0
15773456,624,624,3,0
15745307,625,625,2,0
15604119,626,626,2,0
15626900,627,627,1,0
15605447,628,628,1,0
15589030,629,629,1,0
15692463,630,630,2,0
15712403,631,631,1,1
15811762,632,632,3,1
15718673,633,633,2,0
15724282,634,634,3,0
15738181,635,635,1,1
15633648,636,636,2,0
15603323,637,637,2,0
15583725,638,638,1,0
15588350,639,639,1,0
15798398,640,640,1,0
15784844,641,641,2,1
15580684,642,642,1,0
15809663,643,643,1,0
15640078,644,644,3,1
15698786,645,645,1,1
15569807,646,646,1,1
15730830,647,647,1,0
15805112,648,648,1,0
15633064,649,649,1,0
15703119,650,650,1,0
15730447,651,651,1,0
15813850,652,652,1,0
15711889,653,653,1,0
15664610,654,654,3,1
15751710,655,655,2,0
15692926,656,656,3,0
15813741,657,657,2,0
15698474,658,658,3,0
15568595,659,659,1,0
15603065,660,660,1,0
15592937,661,661,3,0
15699637,662,662,2,0
15667215,663,663,1,0
15788659,664,664,1,0
15763218,665,665,1,0
15645772,666,666,1,0
15725511,667,667,1,0
15575024,668,668,1,0
15640825,669,669,2,0
15662397,670,670,1,0
15576368,671,671,3,0
15674991,672,672,1,0
15721024,673,673,1,0
15745621,674,674,2,0
15642394,675,675,2,0
15754605,676,676,1,0
15607040,677,677,2,0
15715142,678,678,3,1
15810978,679,679,2,0
15668886,680,680,2,0
15780804,681,681,1,0
15613880,682,682,2,0
15775238,683,683,3,0
15786905,684,684,3,0
15747867,685,685,1,0
15600337,686,686,2,1
15801277,687,687,1,0
15579334,688,688,3,1
15802741,689,689,1,1
15720649,690,690,1,0
15589493,691,691,3,0
15688251,692,692,1,0
15665238,693,693,3,0
15740900,694,694,1,0
15681068,695,695,1,0
15748625,696,696,1,0
15727299,697,697,2,1
15620204,698,698,3,1
15669516,699,699,2,0
15736534,700,700,3,0
15803457,701,701,1,0
15659098,702,702,1,0
15603436,703,703,2,0
15566292,704,704,2,0
15808621,705,705,3,0
15580148,706,706,3,1
15776231,707,707,3,0
15773809,708,708,1,0
15649423,709,709,1,0
15734886,710,710,1,0
15722548,711,711,1,0
15650288,712,712,3,0
15629448,713,713,2,0
15716164,714,714,1,0
15807609,715,715,2,1
15578977,716,716,1,0
15677369,717,717,3,0
15804072,718,718,2,0
15696859,719,719,1,0
15653780,720,720,1,0
15721658,721,721,2,1
15578761,722,722,2,1
15736879,723,723,1,0
15571973,724,724,1,0
15626742,725,725,1,0
15672692,726,726,1,0
15673570,727,727,1,0
15767432,728,728,1,0
15654238,729,729,1,0
15612525,730,730,1,1
15812750,731,731,1,0
15790757,732,732,1,0
15723873,733,733,2,0
15744607,734,734,3,1
15612966,735,735,3,1
15784209,736,736,1,0
15794278,737,737,2,0
15766741,738,738,1,0
15661036,739,739,1,0
15705639,740,740,1,0
15637414,741,741,1,0
15716835,742,742,1,0
15696231,743,743,1,0
15641675,744,744,1,1
15670755,745,745,1,0
15640059,746,746,1,0
15787619,747,747,1,0
15587535,748,748,2,0
15813034,749,749,2,0
15698839,750,750,3,0
15790314,751,751,1,0
15634245,752,752,3,0
15677305,753,753,1,0
15661526,754,754,3,0
15685997,755,755,2,0
15660101,756,756,1,0
15637979,757,757,3,0
15815364,758,758,2,0
15647099,759,759,1,0
15625944,760,760,1,0
15583212,761,761,1,0
15582741,762,762,1,1
15637876,763,763,3,1
15622750,764,764,3,0
15672056,765,765,3,1
15812351,766,766,2,0
15810864,767,767,1,0
15677921,768,768,3,1
15724296,769,769,2,0
15685329,770,770,1,1
15584091,771,771,3,1
15640442,772,772,1,0
15639314,773,773,1,0
15685320,774,774,1,0
15789158,775,775,3,1
15752137,776,776,1,0
15712551,777,777,3,1
15628936,778,778,2,1
15797227,779,779,1,0
15769974,780,780,2,0
15737051,781,781,1,0
15585595,782,782,1,0
15654060,783,783,1,0
15745196,784,784,1,0
15571221,785,785,3,1
15660155,786,786,2,0
15605284,787,787,1,0
15694366,788,788,3,0
15600739,789,789,2,0
15653253,790,790,2,0
15763431,791,791,1,0
15643696,792,792,1,0
15707473,793,793,3,0
15769504,794,794,3,0
15776807,795,795,1,0
15686870,796,796,3,0
15668747,797,797,1,0
15766908,798,798,3,0
15570134,799,799,1,0
15567367,800,800,3,0
15747542,801,801,1,0
15762238,802,802,3,0
15681554,803,803,3,0
15712825,804,804,2,0
15640280,805,805,1,0
15756026,806,806,2,1
15613319,807,807,1,0
15798906,808,808,1,0
15708917,809,809,3,0
15778463,810,810,1,0
15699430,811,811,1,0
15649992,812,812,2,0
15578980,813,813,2,0
15775306,814,814,3,1
15641655,815,815,1,0
15619708,816,816,1,0
15734565,817,817,1,0
15806438,818,818,3,1
15591969,819,819,2,0
15747807,820,820,1,0
15596939,821,821,3,0
15716155,822,822,1,0
15765311,823,823,2,0
15757811,824,824,2,1
15603830,825,825,2,0
15660602,826,826,3,0
15660535,827,827,1,0
15666633,828,828,2,0
15596914,829,829,3,0
15639788,830,830,1,0
15695846,831,831,1,0
15726234,832,832,2,0
15797964,833,833,3,0
15625881,834,834,3,0
15780628,835,835,1,0
15575883,836,836,1,0
15585036,837,837,2,0
15589488,838,838,3,0
15585888,839,839,2,1
15727915,840,840,1,0
15707567,841,841,3,1
15737792,842,842,1,0
15599433,843,843,3,0
15672012,844,844,2,1
15806983,845,845,1,0
15592222,846,846,1,0
15608968,847,847,3,0
15586959,848,848,1,0
15646558,849,849,2,0
15725811,850,850,1,0
15572265,851,851,3,0
15794048,852,852,3,1
15677610,853,853,3,0
15745012,854,854,1,0
15601589,855,855,1,0
15686436,856,856,2,0
15693864,857,857,3,1
15760550,858,858,2,0
15686137,859,859,2,0
15809087,860,860,1,1
15807663,861,861,1,1
15809100,862,862,1,1
15794916,863,863,1,0
15614215,864,864,1,0
15805449,865,865,1,0
15686983,866,866,3,0
15808017,867,867,1,0
15756804,868,868,1,1
15646810,869,869,3,1
15710424,870,870,1,0
15799422,871,871,1,0
15692750,872,872,3,1
15794549,873,873,1,0
15803764,874,874,1,0
15674840,875,875,1,0
15653762,876,876,1,0
15581229,877,877,3,0
15800228,878,878,2,0
15656333,879,879,1,0
15697497,880,880,1,0
15585362,881,881,1,1
15571928,882,882,1,1
15785519,883,883,1,0
15743007,884,884,1,1
15777211,885,885,1,0
15721935,886,886,1,0
15591711,887,887,2,0
15625021,888,888,1,0
15702968,889,889,3,0
15600462,890,890,1,0
15768104,891,891,2,0
15780140,892,892,3,0
15585255,893,893,1,0
15772781,894,894,1,1
15669987,895,895,3,1
15697000,896,896,3,0
15733119,897,897,1,0
15782390,898,898,1,0
15654700,899,899,1,1
15632210,900,900,3,0
15642041,901,901,3,1
15709737,902,902,1,0
15792388,903,903,1,0
15786014,904,904,1,0
15794580,905,905,1,1
15675964,906,906,1,1
15814275,907,907,1,0
15724848,908,908,1,1
15754713,909,909,2,0
15693814,910,910,2,0
15599660,911,911,1,0
15746490,912,912,2,0
15566091,913,913,2,0
15655961,914,914,3,0
15710404,915,915,1,0
15775625,916,916,1,0
15792328,917,917,1,1
15719856,918,918,1,0
15593773,919,919,2,0
15733114,920,920,2,0
15797748,921,921,1,0
15743411,922,922,2,1
15753337,923,923,1,1
15601026,924,924,3,0
15658485,925,925,1,0
15636731,926,926,3,0
15628303,927,927,2,0
15633461,928,928,3,0
15677135,929,929,3,0
15590876,930,930,1,0
15790782,931,931,2,0
15700476,932,932,3,0
15634141,933,933,3,0
15737795,934,934,2,1
15790299,935,935,2,0
15675316,936,936,1,0
15613630,937,937,1,1
15662100,938,938,3,0
15668032,939,939,1,0
15599289,940,940,1,0
15754084,941,941,2,0
15676521,942,942,1,0
15804586,943,943,1,1
15781465,944,944,3,0
15729362,945,945,1,0
15709295,946,946,2,0
15745324,947,947,2,1
15741336,948,948,1,1
15783659,949,949,1,0
15620981,950,950,1,1
15630328,951,951,1,0
15785899,952,952,3,0
15606149,953,953,3,0
15671139,954,954,2,0
15660429,955,955,2,1
15571002,956,956,1,0
15631681,957,957,2,0
15731522,958,958,2,0
15619529,959,959,2,0
15628034,960,960,1,0
15686164,961,961,3,0
15582797,962,962,2,0
15753831,963,963,2,0
15731815,964,964,2,1
15580956,965,965,3,1
15602084,966,966,1,0
15589805,967,967,1,0
15720893,968,968,2,0
15641009,969,969,1,0
15605926,970,970,3,0
15805955,971,971,1,0
15801488,972,972,1,0
15605918,973,973,3,0
15779711,974,974,2,0
15705620,975,975,1,0
15685357,976,976,2,0
15570060,977,977,1,1
15582616,978,978,1,0
15799515,979,979,1,0
15642937,980,980,1,0
15624729,981,981,1,0
15566156,982,982,3,0
15792360,983,983,1,0
15807008,984,984,3,1
15704770,985,985,1,0
15756475,986,986,3,0
15655339,987,987,1,0
15613749,988,988,2,1
15664521,989,989,2,0
15681206,990,990,1,1
15745527,991,991,1,0
15806926,992,992,1,0
15724563,993,993,3,0
15782899,994,994,2,0
15623521,995,995,2,0
15810218,996,996,2,0
15645621,997,997,2,0
15608114,998,998,2,0
15659557,999,999,3,0
15787772,1000,1000,1,0
15691111,1001,1001,3,0
15592089,1002,1002,1,0
15633897,1003,1003,3,0
15701301,1004,1004,1,1
15723685,1005,1005,3,0
15701602,1006,1006,3,1
15739189,1007,1007,2,0
15573086,1008,1008,1,0
15569050,1009,1009,1,1
15750765,1010,1010,2,0
15799811,1011,1011,1,1
15698442,1012,1012,2,0
15655274,1013,1013,1,0
15603594,1014,1014,2,0
15585961,1015,1015,2,0
15686936,1016,1016,1,1
15770424,1017,1017,3,0
15587451,1018,1018,3,0
15602010,1019,1019,3,1
15600583,1020,1020,1,0
15654673,1021,1021,1,1
15717164,1022,1022,2,0
15765014,1023,1023,1,0
15682639,1024,1024,1,0
15729279,1025,1025,1,0
15759805,1026,1026,1,0
15767864,1027,1027,1,0
15769948,1028,1028,3,0
15686345,1029,1029,2,0
15688071,1030,1030,2,0
15681174,1031,1031,1,0
15667521,1032,1032,1,0
15750243,1033,1033,2,0
15695475,1034,1034,1,0
15689176,1035,1035,1,0
15652955,1036,1036,2,0
15668958,1037,1037,1,0
15631054,1038,1038,1,0
15581479,1039,1039,1,0
15577478,1040,1040,1,0
15780870,1041,1041,2,0
15692317,1042,1042,1,0
15593969,1043,1043,2,1
15570417,1044,1044,1,0
15779059,1045,1045,1,0
15785980,1046,1046,2,0
15644200,1047,1047,2,1
15793949,1048,1048,1,1
15645103,1049,1049,3,0
15705860,1050,1050,3,1
15623828,1051,1051,1,0
15715003,1052,1052,2,0
15623471,1053,1053,3,0
15798348,1054,1054,2,0
15743016,1055,1055,2,0
15769499,1056,1056,2,0
15798521,1057,1057,2,0
15706534,1058,1058,1,1
15706186,1059,1059,3,0
15812197,1060,1060,1,0
15650933,1061,1061,2,0
15692991,1062,1062,2,0
15631189,1063,1063,3,1
15762198,1064,1064,1,0
15699598,1065,1065,1,0
15692744,1066,1066,1,1
15688963,1067,1067,1,1
15599131,1068,1068,3,0
15680303,1069,1069,1,1
15628674,1070,1070,1,1
15648075,1071,1071,3,1
15586970,1072,1072,3,0
15625698,1073,1073,2,0
15790497,1074,1074,2,0
15682618,1075,1075,1,0
15762937,1076,1076,3,0
15750929,1077,1077,2,0
15729832,1078,1078,1,0
15633650,1079,1079,3,0
15748856,1080,1080,1,0
15589195,1081,1081,3,0
15699911,1082,1082,2,0
15663438,1083,1083,2,1
15692583,1084,1084,1,0
15591257,1085,1085,1,0
15646513,1086,1086,1,1
15708063,1087,1087,1,1
15696098,1088,1088,1,0
15645517,1089,1089,2,0
15649744,1090,1090,1,0
15604304,1091,1091,3,0
15784092,1092,1092,1,0
15585198,1093,1093,1,1
15624347,1094,1094,1,0
15621687,1095,1095,1,0
15689081,1096,1096,1,1
15813168,1097,1097,3,1
15604295,1098,1098,1,0
15724127,1099,1099,1,0
15673055,1100,1100,2,0
15768201,1101,1101,1,0
15782219,1102,1102,2,0
15746410,1103,1103,2,0
15780144,1104,1104,3,0
15590476,1105,1105,1,0
15624293,1106,1106,1,0
15618182,1107,1107,1,0
15660316,1108,1108,3,1
15678886,1109,1109,3,0
15616330,1110,1110,1,0
15592229,1111,1111,1,1
15798424,1112,1112,3,1
15714750,1113,1113,1,0
15648800,1114,1114,3,1
15626147,1115,1115,1,1
15626608,1116,1116,2,0
15723250,1117,1117,1,0
15592583,1118,1118,1,1
15759381,1119,1119,2,0
15585241,1120,1120,2,0
15589358,1121,1121,3,0
15672704,1122,1122,1,0
15789955,1123,1123,3,1
15596800,1124,1124,3,1
15627305,1125,1125,2,1
15645316,1126,1126,3,0
15593973,1127,1127,2,0
15647301,1128,1128,3,0
15750258,1129,1129,1,0
15685309,1130,1130,1,1
15628205,1131,1131,3,0
15733974,1132,1132,2,0
15762110,1133,1133,1,0
15706899,1134,1134,1,0
15732660,1135,1135,1,0
15656121,1136,1136,3,0
15614220,1137,1137,1,0
15645269,1138,1138,1,0
